ObjectId,Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category
5648,2023,Finance,NNFP Public Land Acquisition Fee,Multi-Year Operating Projects,50000,E,Other Governmental Funds
5649,2023,Finance,Northside Subdiv Maint Dist,"Charges, Fees, and Services",15000,R,Other Governmental Funds
5650,2023,Finance,Northside Subdiv Maint Dist,Labor and Supply Offset,5288,E,Other Governmental Funds
5651,2023,Finance,NW Land Park CFD 2013-02,"Charges, Fees, and Services",231864,R,Other Governmental Funds
5652,2023,Finance,NW Land Park CFD 2013-02,Labor and Supply Offset,10027,E,Other Governmental Funds
5653,2023,Finance,Oak Park PBID,"Charges, Fees, and Services",333748,R,Other Governmental Funds
5654,2023,Finance,Oak Park PBID,Labor and Supply Offset,2778,E,Other Governmental Funds
5655,2023,Finance,Old Sacto Maint Dist,"Charges, Fees, and Services",70060,R,Other Governmental Funds
5656,2023,Finance,Old Sacto Maint Dist,Labor and Supply Offset,2840,E,Other Governmental Funds
5657,2023,Finance,Parkebridge CFD 2014-07,"Charges, Fees, and Services",140125,R,Other Governmental Funds
5658,2023,Finance,Parkebridge CFD 2014-07,Labor and Supply Offset,9125,E,Other Governmental Funds
5659,2023,Finance,Power Inn Area Prop and Business,"Charges, Fees, and Services",569209,R,Other Governmental Funds
5660,2023,Finance,Power Inn Area Prop and Business,Labor and Supply Offset,3321,E,Other Governmental Funds
5661,2023,Finance,Power Inn Rd Md 2003-01,"Charges, Fees, and Services",13937,R,Other Governmental Funds
5662,2023,Finance,Power Inn Rd Md 2003-01,Labor and Supply Offset,3565,E,Other Governmental Funds
5663,2023,Finance,Railyards Impact Fee Fund,"Charges, Fees, and Services",50000,R,Other Governmental Funds
5664,2023,Finance,Railyards Maint CFD No 2014-04,"Charges, Fees, and Services",173455,R,Other Governmental Funds
5665,2023,Finance,Railyards Maint CFD No 2014-04,Labor and Supply Offset,8205,E,Other Governmental Funds
5666,2023,Finance,River District Impact Fee Fund,Multi-Year Operating Projects,25000,E,Other Governmental Funds
5667,2023,Finance,Sac Services CFD 2018-05,"Charges, Fees, and Services",134624,R,Other Governmental Funds
5668,2023,Finance,Sac Services CFD 2018-05,Labor and Supply Offset,9866,E,Other Governmental Funds
5669,2023,Finance,Sac Tourism Marketing District,Labor and Supply Offset,72908,E,Other Governmental Funds
5670,2023,Finance,SacMaintCFD2014-04 Annex Areas,"Charges, Fees, and Services",229744,R,Other Governmental Funds
5671,2023,Finance,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,19300,E,Other Governmental Funds
5672,2023,Finance,SacMaintCFD2014-04 Area 01,"Charges, Fees, and Services",215871,R,Other Governmental Funds
5673,2023,Finance,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,16820,E,Other Governmental Funds
5674,2023,Finance,Stockton Blvd PBID,"Charges, Fees, and Services",422132,R,Other Governmental Funds
5675,2023,Finance,Stockton Blvd PBID,Labor and Supply Offset,2779,E,Other Governmental Funds
5676,2023,Finance,Subdiv Lndscpng Maint Dist,"Charges, Fees, and Services",330185,R,Other Governmental Funds
5677,2023,Finance,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,28622,E,Other Governmental Funds
5678,2023,Finance,Sutter Business Imprvmt Area,"Charges, Fees, and Services",150000,R,Other Governmental Funds
5679,2023,Finance,Sutter Business Imprvmt Area,Other Services and Supplies,150000,E,Other Governmental Funds
5680,2023,Finance,The River District PBID,"Charges, Fees, and Services",665095,R,Other Governmental Funds
5681,2023,Finance,The River District PBID,Labor and Supply Offset,2947,E,Other Governmental Funds
5682,2023,Finance,Township 9 CFD No. 2012-06,"Charges, Fees, and Services",60000,R,Other Governmental Funds
5683,2023,Finance,Township 9 CFD No. 2012-06,Labor and Supply Offset,10143,E,Other Governmental Funds
5684,2023,Finance,Village Garden N.-Mtce Dist #1,"Charges, Fees, and Services",31954,R,Other Governmental Funds
5685,2023,Finance,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,6663,E,Other Governmental Funds
5686,2023,Finance,Willowcreek Assmnt Md,"Charges, Fees, and Services",80000,R,Other Governmental Funds
5687,2023,Finance,Willowcreek Assmnt Md,Labor and Supply Offset,6590,E,Other Governmental Funds
5688,2023,Finance,Willowcreek Lndscpng CFD,"Charges, Fees, and Services",120990,R,Other Governmental Funds
5689,2023,Finance,Willowcreek Lndscpng CFD,Labor and Supply Offset,5733,E,Other Governmental Funds
5690,2023,Fire,General Fund,"Charges, Fees, and Services",32138175,R,Fund Total
5691,2023,Fire,General Fund,City Property,511613,E,Fund Total
5692,2023,Fire,General Fund,Employee Services,150978561,E,Fund Total
5693,2023,Fire,General Fund,Intergovernmental,7495000,R,Fund Total
5694,2023,Fire,General Fund,Labor and Supply Offset,-7570754,E,Fund Total
5695,2023,Fire,General Fund,Licenses and Permits,2112713,R,Fund Total
5696,2023,Fire,General Fund,Multi-Year Operating Projects,885000,E,Fund Total
5697,2023,Fire,General Fund,Other Services and Supplies,18144840,E,Fund Total
5698,2023,Fire,Measure U Fund,City Property,443875,E,Fund Total
5699,2023,Fire,Measure U Fund,Employee Services,2270892,E,Fund Total
5700,2023,Fire,Measure U Fund,Labor and Supply Offset,6368957,E,Fund Total
5701,2023,Fire,Measure U Fund,Other Services and Supplies,802179,E,Fund Total
5702,2023,Fire,Risk Mgmt Fund,Labor and Supply Offset,500000,E,Risk Management
5703,2023,Human Resources,Fleet Management Fund,Labor and Supply Offset,59614,E,Internal Service Funds
5704,2023,Human Resources,General Fund,City Property,10200,E,Fund Total
5705,2023,Human Resources,General Fund,Employee Services,6181861,E,Fund Total
5706,2023,Human Resources,General Fund,Labor and Supply Offset,-2327481,E,Fund Total
5707,2023,Human Resources,General Fund,Multi-Year Operating Projects,3250,E,Fund Total
5708,2023,Human Resources,General Fund,Other Services and Supplies,863151,E,Fund Total
5709,2023,Human Resources,Interdepartmental Service Fund,Labor and Supply Offset,1725737,E,Other Governmental Funds
5710,2023,Human Resources,Measure U Fund,Employee Services,453906,E,Fund Total
5711,2023,Human Resources,Measure U Fund,Other Services and Supplies,20000,E,Fund Total
5712,2023,Human Resources,Recycling and Solid Waste,Labor and Supply Offset,150087,E,Enterprise Funds
5713,2023,Human Resources,Risk Mgmt Fund,"Charges, Fees, and Services",350000,R,Risk Management
5714,2023,Human Resources,Risk Mgmt Fund,City Property,15500,E,Risk Management
5715,2023,Human Resources,Risk Mgmt Fund,Employee Services,3125530,E,Risk Management
5716,2023,Human Resources,Risk Mgmt Fund,Labor and Supply Offset,2882350,E,Risk Management
5717,2023,Human Resources,Risk Mgmt Fund,Miscellaneous Revenue,38248998,R,Risk Management
5718,2023,Human Resources,Risk Mgmt Fund,Multi-Year Operating Projects,210000,E,Risk Management
5719,2023,Human Resources,Risk Mgmt Fund,Other Services and Supplies,31372179,E,Risk Management
5720,2023,Human Resources,Storm Drainage Fund,Labor and Supply Offset,30326,E,Enterprise Funds
5721,2023,Human Resources,Wastewater Fund,Labor and Supply Offset,33693,E,Enterprise Funds
5722,2023,Human Resources,Water Fund,Labor and Supply Offset,104452,E,Enterprise Funds
5723,2023,Human Resources,Worker's Compensation Fund,City Property,17500,E,Risk Management
5724,2023,Human Resources,Worker's Compensation Fund,Employee Services,2645415,E,Risk Management
5725,2023,Human Resources,Worker's Compensation Fund,Labor and Supply Offset,538354,E,Risk Management
5726,2023,Human Resources,Worker's Compensation Fund,Miscellaneous Revenue,15239000,R,Risk Management
5727,2023,Human Resources,Worker's Compensation Fund,Other Services and Supplies,12611393,E,Risk Management
5728,2023,Information Technology,4th R Program,Labor and Supply Offset,16000,E,Other Governmental Funds
5729,2023,Information Technology,Gas Tax 2106,Labor and Supply Offset,8560,E,Other Governmental Funds
5730,2023,Information Technology,Gas Tax 2106,Transfers,119712,E,Other Governmental Funds
5731,2023,Information Technology,General Fund,City Property,369195,E,Fund Total
5732,2023,Information Technology,General Fund,Employee Services,28686603,E,Fund Total
5733,2023,Information Technology,General Fund,Intergovernmental,400000,R,Fund Total
5734,2023,Information Technology,General Fund,Labor and Supply Offset,-10714719,E,Fund Total
5735,2023,Information Technology,General Fund,Multi-Year Operating Projects,260000,E,Fund Total
5736,2023,Information Technology,General Fund,Other Services and Supplies,1531435,E,Fund Total
5737,2023,Information Technology,General Fund,Transfers,-2674732,E,Fund Total
5738,2023,Information Technology,Interdepartmental Service Fund,Labor and Supply Offset,9240302,E,Other Governmental Funds
5739,2023,Information Technology,Measure U Fund,Labor and Supply Offset,518773,E,Fund Total
5740,2023,Information Technology,Measure U Fund,Multi-Year Operating Projects,200000,E,Fund Total
5741,2023,Information Technology,Parking Fund,Labor and Supply Offset,886,E,Enterprise Funds
5742,2023,Information Technology,Parking Fund,Transfers,12396,E,Enterprise Funds
5743,2023,Information Technology,Recycling and Solid Waste,Labor and Supply Offset,87395,E,Enterprise Funds
5744,2023,Information Technology,Recycling and Solid Waste,Transfers,1308864,E,Enterprise Funds
5745,2023,Information Technology,START Fund,Labor and Supply Offset,5000,E,Other Governmental Funds
5746,2023,Information Technology,Storm Drainage Fund,Labor and Supply Offset,2583,E,Enterprise Funds
5747,2023,Information Technology,Storm Drainage Fund,Transfers,89579,E,Enterprise Funds
5748,2023,Information Technology,Wastewater Fund,Labor and Supply Offset,2431,E,Enterprise Funds
5749,2023,Information Technology,Wastewater Fund,Transfers,64021,E,Enterprise Funds
5750,2023,Information Technology,Water Fund,Labor and Supply Offset,7319,E,Enterprise Funds
5751,2023,Information Technology,Water Fund,Transfers,148783,E,Enterprise Funds
5752,2023,Information Technology,Worker's Compensation Fund,Transfers,163541,E,Risk Management
5753,2023,Mayor/Council,General Fund,Employee Services,5627911,E,Fund Total
5754,2023,Mayor/Council,General Fund,Labor and Supply Offset,-1503943,E,Fund Total
5755,2023,Mayor/Council,General Fund,Other Services and Supplies,956067,E,Fund Total
5756,2023,Mayor/Council,Interdepartmental Service Fund,Labor and Supply Offset,1503943,E,Other Governmental Funds
5757,2023,Mayor/Council,Measure U Fund,City Property,2000,E,Fund Total
5758,2023,Mayor/Council,Measure U Fund,Employee Services,889496,E,Fund Total
5759,2023,Mayor/Council,Measure U Fund,Multi-Year Operating Projects,4950,E,Fund Total
5760,2023,Mayor/Council,Measure U Fund,Other Services and Supplies,51750,E,Fund Total
5761,2023,Non-Appropriated,Interdepartmental Service Fund,Labor and Supply Offset,-26485111,E,Other Governmental Funds
5762,2023,Office of the City Auditor,General Fund,City Property,5000,E,Fund Total
5763,2023,Office of the City Auditor,General Fund,Employee Services,1709032,E,Fund Total
5764,2023,Office of the City Auditor,General Fund,Labor and Supply Offset,-639929,E,Fund Total
5765,2023,Office of the City Auditor,General Fund,Other Services and Supplies,163581,E,Fund Total
5766,2023,Office of the City Auditor,General Fund,Transfers,-136780,E,Fund Total
5767,2023,Office of the City Auditor,Interdepartmental Service Fund,Labor and Supply Offset,476696,E,Other Governmental Funds
5768,2023,Office of the City Auditor,Storm Drainage Fund,Transfers,24620,E,Enterprise Funds
5769,2023,Office of the City Auditor,Wastewater Fund,Transfers,27356,E,Enterprise Funds
5770,2023,Office of the City Auditor,Water Fund,Transfers,84804,E,Enterprise Funds
5771,2023,Police,General Fund,"Charges, Fees, and Services",9216119,R,Fund Total
5772,2023,Police,General Fund,City Property,513119,E,Fund Total
5773,2023,Police,General Fund,Employee Services,203148731,E,Fund Total
5774,2023,Police,General Fund,"Fines, Forfeitures, and  Penalties",207500,R,Fund Total
5775,2023,Police,General Fund,Intergovernmental,579000,R,Fund Total
5776,2023,Police,General Fund,Labor and Supply Offset,-7303110,E,Fund Total
5777,2023,Police,General Fund,Licenses and Permits,1108000,R,Fund Total
5778,2023,Police,General Fund,Multi-Year Operating Projects,6353492,E,Fund Total
5779,2023,Police,General Fund,Other Services and Supplies,12646507,E,Fund Total
5780,2023,Police,Measure U Fund,Employee Services,5682305,E,Fund Total
5781,2023,Police,Measure U Fund,Multi-Year Operating Projects,2711696,E,Fund Total
5782,2023,Police,Measure U Fund,Other Services and Supplies,334820,E,Fund Total
5783,2023,Police,Risk Mgmt Fund,Labor and Supply Offset,563683,E,Risk Management
5784,2023,Public Works,12th Street Maint Benefit Area,Labor and Supply Offset,9200,E,Other Governmental Funds
5785,2023,Public Works,Cal EPA Fund,Intergovernmental,113212,R,Other Governmental Funds
5786,2023,Public Works,Citation I-5 Maintenance,Labor and Supply Offset,40000,E,Other Governmental Funds
5787,2023,Public Works,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,19500,E,Other Governmental Funds
5788,2023,Public Works,Fleet Management Fund,"Charges, Fees, and Services",8408727,R,Internal Service Funds
5789,2023,Public Works,Fleet Management Fund,City Property,33263718,E,Internal Service Funds
5790,2023,Public Works,Fleet Management Fund,Employee Services,8336658,E,Internal Service Funds
5791,2023,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",1061892,R,Internal Service Funds
5792,2023,Public Works,Fleet Management Fund,Labor and Supply Offset,2399610,E,Internal Service Funds
5793,2023,Public Works,Fleet Management Fund,Miscellaneous Revenue,57487595,R,Internal Service Funds
5794,2023,Public Works,Fleet Management Fund,Multi-Year Operating Projects,95000,E,Internal Service Funds
5795,2023,Public Works,Fleet Management Fund,Other Services and Supplies,22326074,E,Internal Service Funds
5796,2023,Public Works,Gas Tax 2106,Intergovernmental,12515000,R,Other Governmental Funds
5797,2023,Public Works,Gas Tax 2106,Labor and Supply Offset,5904816,E,Other Governmental Funds
5798,2023,Public Works,Gas Tax 2106,Multi-Year Operating Projects,3021034,E,Other Governmental Funds
5799,2023,Public Works,Gas Tax 2106,Operating Transfers,0,E,Other Governmental Funds
5800,2023,Public Works,General Fund,"Charges, Fees, and Services",13494815,R,Fund Total
5801,2023,Public Works,General Fund,City Property,456632,E,Fund Total
5802,2023,Public Works,General Fund,Employee Services,53609717,E,Fund Total
5803,2023,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",5171034,R,Fund Total
5804,2023,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,Fund Total
5805,2023,Public Works,General Fund,Intergovernmental,197798,R,Fund Total
5806,2023,Public Works,General Fund,Labor and Supply Offset,-70841480,E,Fund Total
5807,2023,Public Works,General Fund,Licenses and Permits,39000,R,Fund Total
5808,2023,Public Works,General Fund,Multi-Year Operating Projects,152000,E,Fund Total
5809,2023,Public Works,General Fund,Operating Transfers,5300000,E,Fund Total
5810,2023,Public Works,General Fund,Other Services and Supplies,32847420,E,Fund Total
5811,2023,Public Works,General Fund,Transfers,400655,E,Fund Total
5812,2023,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,2388982,E,Other Governmental Funds
5813,2023,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,51580,E,Other Governmental Funds
5814,2023,Public Works,Land Park,Labor and Supply Offset,32850,E,Other Governmental Funds
5815,2023,Public Works,Landscaping and Lighting,Labor and Supply Offset,13710000,E,Other Governmental Funds
5816,2023,Public Works,Landscaping and Lighting,Multi-Year Operating Projects,765000,E,Other Governmental Funds
5817,2023,Public Works,Major Street Construction Fund,Taxes,1430000,R,Other Governmental Funds
5818,2023,Public Works,Marina Fund,"Charges, Fees, and Services",284500,R,Other Governmental Funds
5819,2023,Public Works,Marina Fund,Employee Services,537009,E,Other Governmental Funds
5820,2023,Public Works,Marina Fund,Intergovernmental,25000,R,Other Governmental Funds
5821,2023,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds
5822,2023,Public Works,Marina Fund,Licenses and Permits,1350075,R,Other Governmental Funds
5823,2023,Public Works,Marina Fund,Other Services and Supplies,474012,E,Other Governmental Funds
5824,2023,Public Works,Measure U Fund,Multi-Year Operating Projects,1270000,E,Fund Total
5825,2023,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,589380,E,Other Governmental Funds
5826,2023,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,615000,E,Other Governmental Funds
5827,2023,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,25009,E,Other Governmental Funds
5828,2023,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,50980,E,Other Governmental Funds
5829,2023,Public Works,New Measure A Maintenance,Labor and Supply Offset,16676087,E,Other Governmental Funds
5830,2023,Public Works,New Measure A Maintenance,Taxes,15638000,R,Other Governmental Funds
5831,2023,Public Works,"NMA Safety, Streets, Ped, Bic",Multi-Year Operating Projects,6600,E,Other Governmental Funds
5832,2023,Public Works,"NMA Safety, Streets, Ped, Bic",Taxes,2288000,R,Other Governmental Funds
5833,2023,Public Works,NMA Traffic Control and Safety,Taxes,1564000,R,Other Governmental Funds
5834,2023,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,6500,E,Other Governmental Funds
5835,2023,Public Works,Parkebridge CFD 2014-07,Labor and Supply Offset,64000,E,Other Governmental Funds
5836,2023,Public Works,Parking Fund,"Charges, Fees, and Services",12964249,R,Enterprise Funds
5837,2023,Public Works,Parking Fund,City Property,30097,E,Enterprise Funds
5838,2023,Public Works,Parking Fund,Employee Services,4584316,E,Enterprise Funds
5839,2023,Public Works,Parking Fund,"Interest, Rents, and Concessions",501337,R,Enterprise Funds
5840,2023,Public Works,Parking Fund,Labor and Supply Offset,1732092,E,Enterprise Funds
5841,2023,Public Works,Parking Fund,Multi-Year Operating Projects,271000,E,Enterprise Funds
5842,2023,Public Works,Parking Fund,Operating Transfers,-3892000,E,Enterprise Funds
5843,2023,Public Works,Parking Fund,Other Services and Supplies,3316782,E,Enterprise Funds
5844,2023,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,9920,E,Other Governmental Funds
5845,2023,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,157750,E,Other Governmental Funds
5846,2023,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",85387000,R,Enterprise Funds
5847,2023,Public Works,Recycling and Solid Waste,City Property,25000,E,Enterprise Funds
5848,2023,Public Works,Recycling and Solid Waste,Employee Services,20264121,E,Enterprise Funds
5849,2023,Public Works,Recycling and Solid Waste,Intergovernmental,32500,R,Enterprise Funds
5850,2023,Public Works,Recycling and Solid Waste,Labor and Supply Offset,3165189,E,Enterprise Funds
5851,2023,Public Works,Recycling and Solid Waste,Multi-Year Operating Projects,16445332,E,Enterprise Funds
5852,2023,Public Works,Recycling and Solid Waste,Operating Transfers,9342900,E,Enterprise Funds
5853,2023,Public Works,Recycling and Solid Waste,Other Services and Supplies,36825274,E,Enterprise Funds
5854,2023,Public Works,Road Maint and Rehabilitation,Intergovernmental,10109000,R,Other Governmental Funds
5855,2023,Public Works,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,93713,E,Other Governmental Funds
5856,2023,Public Works,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,98750,E,Other Governmental Funds
5857,2023,Public Works,Storm Drainage Fund,Labor and Supply Offset,406000,E,Enterprise Funds
5858,2023,Public Works,Street Cut Fund,Licenses and Permits,25125,R,Other Governmental Funds
5859,2023,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,334410,E,Other Governmental Funds
5860,2023,Public Works,Township 9 CFD No. 2012-06,Labor and Supply Offset,2000,E,Other Governmental Funds
5861,2023,Public Works,Traffic Safety Fund,"Fines, Forfeitures, and  Penalties",350000,R,Other Governmental Funds
5862,2023,Public Works,Traffic Safety Fund,Labor and Supply Offset,350000,E,Other Governmental Funds
5863,2023,Public Works,Transportation Development,Taxes,400000,R,Other Governmental Funds
5864,2023,Public Works,Transportation Development Impact Fee,Licenses and Permits,1000000,R,Other Governmental Funds
5865,2023,Public Works,Tree Planting Replacement,Licenses and Permits,120000,R,Other Governmental Funds
5866,2023,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,25539,E,Other Governmental Funds
5867,2023,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,38000,E,Other Governmental Funds
5868,2023,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,120000,E,Other Governmental Funds
5869,2023,Utilities,Community Center Fund,Labor and Supply Offset,4983,E,Enterprise Funds
5870,2023,Utilities,Fleet Management Fund,Labor and Supply Offset,200000,E,Internal Service Funds
5871,2023,Utilities,General Fund,Labor and Supply Offset,60410,E,Fund Total
5872,2023,Utilities,General Fund,Transfers,19000,E,Fund Total
5873,2023,Utilities,Golf Fund,Labor and Supply Offset,8550,E,Other Governmental Funds
5874,2023,Utilities,Landscaping and Lighting,Labor and Supply Offset,70000,E,Other Governmental Funds
5875,2023,Utilities,N Natomas Lands CFD 3,Labor and Supply Offset,300000,E,Other Governmental Funds
5876,2023,Utilities,Neighborhood Water Quality Dist,Labor and Supply Offset,3000,E,Other Governmental Funds
5877,2023,Utilities,Northside Subdiv Maint Dist,Labor and Supply Offset,8000,E,Other Governmental Funds
5878,2023,Utilities,Parkebridge CFD 2014-07,Labor and Supply Offset,10000,E,Other Governmental Funds
5879,2023,Utilities,Parking Fund,Labor and Supply Offset,1359,E,Enterprise Funds
5880,2023,Utilities,Recycling and Solid Waste,Labor and Supply Offset,2925539,E,Enterprise Funds
5881,2023,Utilities,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,36500,E,Other Governmental Funds
5882,2023,Utilities,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,298120,E,Other Governmental Funds
5883,2023,Utilities,Storm Drainage Fund,"Charges, Fees, and Services",38779000,R,Enterprise Funds
5884,2023,Utilities,Storm Drainage Fund,City Property,121801,E,Enterprise Funds
5885,2023,Utilities,Storm Drainage Fund,Employee Services,17450584,E,Enterprise Funds
5886,2023,Utilities,Storm Drainage Fund,"Interest, Rents, and Concessions",15000,R,Enterprise Funds
5887,2023,Utilities,Storm Drainage Fund,Intergovernmental,30000,R,Enterprise Funds
5888,2023,Utilities,Storm Drainage Fund,Labor and Supply Offset,5611149,E,Enterprise Funds
5889,2023,Utilities,Storm Drainage Fund,Licenses and Permits,55000,R,Enterprise Funds
5890,2023,Utilities,Storm Drainage Fund,Multi-Year Operating Projects,2387898,E,Enterprise Funds
5891,2023,Utilities,Storm Drainage Fund,Operating Transfers,4232100,E,Enterprise Funds
5892,2023,Utilities,Storm Drainage Fund,Other Services and Supplies,8112065,E,Enterprise Funds
5893,2023,Utilities,Storm Drainage Fund,Transfers,-276000,E,Enterprise Funds
5894,2023,Utilities,Storm Drainage Property Fee,"Charges, Fees, and Services",20250000,R,Enterprise Funds
5895,2023,Utilities,Storm Drainage Property Fee,Labor and Supply Offset,1239394,E,Enterprise Funds
5896,2023,Utilities,Storm Drainage Property Fee,Multi-Year Operating Projects,1250000,E,Enterprise Funds
5897,2023,Utilities,Storm Drainage Property Fee,Operating Transfers,2205200,E,Enterprise Funds
5898,2023,Utilities,Storm Drainage Property Fee,Other Services and Supplies,202500,E,Enterprise Funds
5899,2023,Utilities,Township 9 CFD No. 2012-06,Labor and Supply Offset,9000,E,Other Governmental Funds
5900,2023,Utilities,Wastewater Fund,"Charges, Fees, and Services",42115492,R,Enterprise Funds
5901,2023,Utilities,Wastewater Fund,City Property,154860,E,Enterprise Funds
5902,2023,Utilities,Wastewater Fund,Employee Services,12508688,E,Enterprise Funds
5903,2023,Utilities,Wastewater Fund,Intergovernmental,1000000,R,Enterprise Funds
5904,2023,Utilities,Wastewater Fund,Labor and Supply Offset,7134497,E,Enterprise Funds
5905,2023,Utilities,Wastewater Fund,Multi-Year Operating Projects,2889507,E,Enterprise Funds
5906,2023,Utilities,Wastewater Fund,Operating Transfers,4597800,E,Enterprise Funds
5907,2023,Utilities,Wastewater Fund,Other Services and Supplies,5848540,E,Enterprise Funds
5908,2023,Utilities,Wastewater Fund,Transfers,718000,E,Enterprise Funds
5909,2023,Utilities,Water Fund,"Charges, Fees, and Services",134072324,R,Enterprise Funds
5910,2023,Utilities,Water Fund,City Property,1824242,E,Enterprise Funds
5911,2023,Utilities,Water Fund,Employee Services,46600692,E,Enterprise Funds
5912,2023,Utilities,Water Fund,Intergovernmental,1100000,R,Enterprise Funds
5913,2023,Utilities,Water Fund,Labor and Supply Offset,-9159476,E,Enterprise Funds
5914,2023,Utilities,Water Fund,Licenses and Permits,55000,R,Enterprise Funds
5915,2023,Utilities,Water Fund,Multi-Year Operating Projects,4112587,E,Enterprise Funds
5916,2023,Utilities,Water Fund,Operating Transfers,14980388,E,Enterprise Funds
5917,2023,Utilities,Water Fund,Other Services and Supplies,26993213,E,Enterprise Funds
5918,2023,Utilities,Water Fund,Transfers,-461000,E,Enterprise Funds
5919,2023,Utilities,Willowcreek Assmnt Md,Labor and Supply Offset,20774,E,Other Governmental Funds
5920,2023,"Youth, Parks, and Community Enrichment",4th R Program,"Charges, Fees, and Services",3124178,R,Other Governmental Funds
5921,2023,"Youth, Parks, and Community Enrichment",4th R Program,City Property,142467,E,Other Governmental Funds
5922,2023,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,1932015,E,Other Governmental Funds
5923,2023,"Youth, Parks, and Community Enrichment",4th R Program,Intergovernmental,20200,R,Other Governmental Funds
5924,2023,"Youth, Parks, and Community Enrichment",4th R Program,Labor and Supply Offset,100,E,Other Governmental Funds
5925,2023,"Youth, Parks, and Community Enrichment",4th R Program,Miscellaneous Revenue,12000,R,Other Governmental Funds
5926,2023,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,1007536,E,Other Governmental Funds
5927,2023,"Youth, Parks, and Community Enrichment",Externally Funded Programs Fund,"Charges, Fees, and Services",19000,R,Other Governmental Funds
5928,2023,"Youth, Parks, and Community Enrichment",Externally Funded Programs Fund,Multi-Year Operating Projects,19000,E,Other Governmental Funds
5929,2023,"Youth, Parks, and Community Enrichment",General Fund,"Charges, Fees, and Services",1754715,R,Fund Total
5930,2023,"Youth, Parks, and Community Enrichment",General Fund,City Property,3000,E,Fund Total
5931,2023,"Youth, Parks, and Community Enrichment",General Fund,Employee Services,1745567,E,Fund Total
5932,2023,"Youth, Parks, and Community Enrichment",General Fund,Intergovernmental,236718,R,Fund Total
5933,2023,"Youth, Parks, and Community Enrichment",General Fund,Labor and Supply Offset,-365934,E,Fund Total
5934,2023,"Youth, Parks, and Community Enrichment",General Fund,Licenses and Permits,338820,R,Fund Total
5935,2023,"Youth, Parks, and Community Enrichment",General Fund,Multi-Year Operating Projects,74289,E,Fund Total
5936,2023,"Youth, Parks, and Community Enrichment",General Fund,Operating Transfers,19763,E,Fund Total
5937,2023,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,80905,E,Fund Total
5938,2023,"Youth, Parks, and Community Enrichment",Golf Fund,"Charges, Fees, and Services",750000,R,Other Governmental Funds
5939,2023,"Youth, Parks, and Community Enrichment",Golf Fund,Labor and Supply Offset,73125,E,Other Governmental Funds
5940,2023,"Youth, Parks, and Community Enrichment",Golf Fund,Miscellaneous Revenue,65900,R,Other Governmental Funds
5941,2023,"Youth, Parks, and Community Enrichment",Golf Fund,Operating Transfers,-250000,E,Other Governmental Funds
5942,2023,"Youth, Parks, and Community Enrichment",Golf Fund,Other Services and Supplies,69997,E,Other Governmental Funds
5943,2023,"Youth, Parks, and Community Enrichment",Laguna Creek Maint Dist,Labor and Supply Offset,175000,E,Other Governmental Funds
5944,2023,"Youth, Parks, and Community Enrichment",Land Park,"Charges, Fees, and Services",22900,R,Other Governmental Funds
5945,2023,"Youth, Parks, and Community Enrichment",Land Park,Labor and Supply Offset,139000,E,Other Governmental Funds
5946,2023,"Youth, Parks, and Community Enrichment",Landscaping and Lighting,Labor and Supply Offset,4200000,E,Other Governmental Funds
5947,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,City Property,106335,E,Fund Total
5948,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,36030066,E,Fund Total
5949,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-10626578,E,Fund Total
